,Fiyat,İl,İlçe,İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Yakıt Tipi,Vites Tipi,Motor Hacmi,Motor Gücü,Kilometre,Boya-değişen,Kimden,Sağ Arka Çamurluk,Arka Kaput,Sol Arka Çamurluk,Sağ Arka Kapı,Sağ Ön Kapı,Tavan,Sol Arka Kapı,Sol Ön Kapı,Sağ Ön Çamurluk,Motor Kaputu,Sol Ön Çamurluk,Ön Tampon,Arka Tampon,URL
2643,39000,BATMAN,MERKEZ,17429407,26 Nisan 2021,Fiat,Marea,1.6 ELX,1997,LPG & Benzin,Düz,1581,103,210000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-marea-1-6-elx/sahibinden-fiat-marea-1-6-elx-1997-model/17429407
2644,39000,ADIYAMAN,MERKEZ,17351103,12 Nisan 2021,Fiat,Siena,1.4 EL,2000,LPG & Benzin,Düz,1372,71,270000,"1 değişen, 5 boyalı",Sahibinden,Boyanmış,Değişmiş,Boyanmış,Boyanmış,Boyanmış,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-fiat-siena-1-4-el/sahibinden-fiat-siena-1-4-el-2000-model/17351103
2645,39000,ANTALYA,KEPEZ,17319087,07 Nisan 2021,Fiat,Tipo,1.4 SX ie,1998,LPG & Benzin,Düz,1372,70,230000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-tipo-1-4-sx-ie/sahibinden-fiat-tipo-1-4-sx-ie-1998-model/17319087
2646,39000,GAZİANTEP,ŞAHİNBEY,17312763,06 Nisan 2021,Fiat,Tipo,1.6 SLX,1995,LPG & Benzin,Düz,1581,75,150000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-tipo-1-6-slx/sahibinden-fiat-tipo-1-6-slx-1995-model/17312763
2647,39000,İZMİR,BUCA,17305261,05 Nisan 2021,Fiat,Palio,1.4 EL,1999,LPG & Benzin,Düz,1368,77,207204,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-fiat-palio-1-4-el/sahibinden-fiat-palio-1-4-el-1999-model/17305261
2648,39000,HATAY,ANTAKYA,17292528,03 Nisan 2021,Fiat,Marea,1.6 SX,2000,LPG & Benzin,Düz,1581,103,215000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-marea-1-6-sx/sahibinden-fiat-marea-1-6-sx-2000-model/17292528
2649,39000,İSTANBUL,ÜMRANİYE,16516538,30 Mart 2021,Fiat,Marea,1.6 Liberty,2004,LPG & Benzin,Düz,1596,103,190000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-marea-1-6-liberty/sahibinden-fiat-marea-1-6-liberty-2004-model/16516538
2650,39000,SİVAS,MERKEZ,17243537,26 Mart 2021,Fiat,Tempra,1.6 SX A,1993,LPG & Benzin,Düz,1581,90,258000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-tempra-1-6-sx-a/sahibinden-opel-vectra-2-0-gls-95-model/17243537
2651,39000,ANKARA,ÇANKAYA,17217419,23 Mart 2021,Fiat,Tipo,1.6 SLX,1998,LPG & Benzin,Düz,1581,75,35000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-fiat-tipo-1-6-slx/sahibinden-fiat-tipo-1-6-slx-1998-model/17217419
2652,39000,ISPARTA,SENİRKENT,17194034,19 Mart 2021,Fiat,Marea,1.6 SX,2000,Benzin,Düz,1596,103,251000,"1 değişen, 12 boyalı",Sahibinden,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Değişmiş,Boyanmış,Boyanmış,https://www.arabam.com/ilan/sahibinden-satilik-fiat-marea-1-6-sx/aradigim-araci-buldugum-icin-kisa-sureligine-bu-fiyata-sahibinden-fiat-marea-1-6-sx-2000-model/17194034
2653,38950,ESKİŞEHİR,TEPEBAŞI,17498559,13 Mayıs 2021,Fiat,Palio,1.3 Multijet Active,2008,Dizel,Düz,1400,75,248000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-palio-1-3-multijet-active/sahibinden-fiat-palio-1-3-multijet-active-2008-model/17498559
2654,38900,İSTANBUL,BAĞCILAR,17439412,28 Nisan 2021,Fiat,Uno,70 S,1998,LPG & Benzin,Düz,1372,71,165120,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-fiat-uno-70-s/turkiyede-tek/17439412
2655,38800,MUĞLA,FETHİYE,17621715,03 Haziran 2021,Fiat,Marea,1.6 SX,1998,LPG & Benzin,Düz,1581,103,177600,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-marea-1-6-sx/sahibinden-fiat-marea-1-6-sx-1998-model/17621715
2656,38750,KONYA,SELÇUKLU,17571792,27 Mayıs 2021,Fiat,Uno,70 S,1999,LPG & Benzin,Düz,1372,71,196300,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-uno-70-s/sahibinden-fiat-uno-70-s-1999-model/17571792
2657,38750,MALATYA,YEŞİLYURT,17506132,15 Mayıs 2021,Fiat,Palio,1.2 S,2001,LPG & Benzin,Düz,1242,74,219000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-palio-1-2-s/sahibinden-fiat-palio-1-2-s-2001-model/17506132
2658,38500,İSTANBUL,BEYKOZ,17603213,31 Mayıs 2021,Fiat,Palio,1.4 EL,1998,LPG & Benzin,Düz,1368,77,228000,"2 değişen, 11 boyalı",Sahibinden,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Değişmiş,Boyanmış,Değişmiş,Boyanmış,https://www.arabam.com/ilan/sahibinden-satilik-fiat-palio-1-4-el/sahibinden-fiat-palio-1-4-el-1998-model-istanbul/17603213
2659,38500,MUĞLA,MİLAS,17550485,23 Mayıs 2021,Fiat,Albea,1.3 Multijet Dynamic,2005,Dizel,Düz,1248,70,200000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-albea-1-3-multijet-dynamic/sahibinden-fiat-albea-1-3-multijet-dynamic-2005-model/17550485
2660,38500,İSTANBUL,GÜNGÖREN,17528548,20 Mayıs 2021,Fiat,Bravo,1.6 SX,1998,LPG & Benzin,Düz,1580,103,170000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-bravo-1-6-sx/sahibinden-fiat-bravo-1-6-sx-1998-model/17528548
2661,38500,ANKARA,MAMAK,17522890,19 Mayıs 2021,Fiat,Tipo,1.6 SX,1998,LPG & Benzin,Düz,1581,75,127000,"3 değişen, 10 boyalı",Sahibinden,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Değişmiş,Değişmiş,Değişmiş,Boyanmış,Boyanmış,https://www.arabam.com/ilan/sahibinden-satilik-fiat-tipo-1-6-sx/sahibinden-fiat-tipo-1-6-sx-1998-model/17522890
2662,38500,BİLECİK,BOZÜYÜK,17507483,16 Mayıs 2021,Fiat,Tipo,1.6 SLX,1998,LPG & Benzin,Düz,1581,75,120000,Tamamı boyalı,Sahibinden,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,https://www.arabam.com/ilan/sahibinden-satilik-fiat-tipo-1-6-slx/sahibinden-fiat-tipo-1-6-slx-1998-model/17507483
2663,38500,ADANA,SEYHAN,17484429,09 Mayıs 2021,Fiat,Palio,1.6 HL,2001,LPG & Benzin,Düz,1581,100,185000,Tamamı boyalı,Sahibinden,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,https://www.arabam.com/ilan/sahibinden-satilik-fiat-palio-1-6-hl/sahibinden-masrafsiz-palio/17484429
2664,38500,İZMİR,BUCA,17478150,07 Mayıs 2021,Fiat,Albea,1.3 Multijet Active,2005,Dizel,Düz,1248,70,280000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-albea-1-3-multijet-active/sahibinden-fiat-albea-1-3-multijet-active-2005-model/17478150
2665,38500,İSTANBUL,EYÜPSULTAN,17474920,06 Mayıs 2021,Fiat,Marea,1.6 ELX,1998,LPG & Benzin,Düz,1581,103,426000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-fiat-marea-1-6-elx/sahibinden-fiat-marea-1-6-elx-1998-model/17474920
2666,38500,TEKİRDAĞ,SARAY,17044480,26 Nisan 2021,Fiat,Palio,1.2 S Weekend,2001,LPG & Benzin,Düz,1242,74,235000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-palio-1-2-s-weekend/ogretmenden-fiat-palio-1-2-s-weekend-2001-model/17044480
2667,38500,ADANA,ÇUKUROVA,17403878,21 Nisan 2021,Fiat,Marea,1.6 ELX,2001,LPG & Benzin,Düz,1581,103,360000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-marea-1-6-elx/sahibinden-fiat-marea-1-6-elx-2001-model/17403878
2668,38500,ADANA,SEYHAN,17400645,21 Nisan 2021,Fiat,Siena,1.2 S,2002,LPG & Benzin,Düz,1242,74,198000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-siena-1-2-s/sahibinden-fiat-siena-1-2-s-2002-model/17400645
2669,38500,SAMSUN,ATAKUM,17355138,13 Nisan 2021,Fiat,Palio,1.4 HL,2000,LPG & Benzin,Düz,1368,77,317000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-palio-1-4-hl/tramersiz-degisensiz-muayne-yeni-fiat-palio/17355138
2670,38500,YALOVA,ÇİFTLİKKÖY,17318806,07 Nisan 2021,Fiat,Uno,70 S,1997,LPG & Benzin,Düz,1372,71,166000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-uno-70-s/sahibinden-fiat-uno-70-s-1997-model/17318806
2671,38500,ANKARA,ALTINDAĞ,16526070,01 Nisan 2021,Fiat,Albea,1.2 EL,2002,LPG & Benzin,Düz,1242,80,215000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-albea-1-2-el/sahibinden-acil-satilik-fiat-albea-1-2-el-215-000km-de-klimali-ticari-cikmasi-degildir/16526070
2672,38500,ANKARA,ALTINDAĞ,15133145,01 Nisan 2021,Fiat,Albea,1.2 EL,2002,LPG & Benzin,Düz,1242,80,215000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-albea-1-2-el/sahibinden-satilik-fiat-albea-ticari-cikmasi-degildir-215-000-kmde-klimali/15133145
2673,38500,MARDİN,ARTUKLU,17263735,29 Mart 2021,Fiat,Albea,1.2 Active,2006,LPG & Benzin,Düz,1242,80,300,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-albea-1-2-active/mardin-merkez-shibinden-fiat-doblo1-2-active-2006-model/17263735
2674,38500,ZONGULDAK,EREĞLİ,17249494,27 Mart 2021,Fiat,Siena,1.4 EL,2002,LPG & Benzin,Düz,1372,71,283000,"1 değişen, 3 boyalı",Sahibinden,Orijinal,Boyanmış,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Değişmiş,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-fiat-siena-1-4-el/sahibinden-fiat-siena-1-4-el-2002-model/17249494
2675,38500,BOLU,MERKEZ,17224159,24 Mart 2021,Fiat,Brava,1.6 SX,2000,LPG & Benzin,Düz,1581,103,344000,Tamamı boyalı,Sahibinden,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,https://www.arabam.com/ilan/sahibinden-satilik-fiat-brava-1-6-sx/sahibinden-fiat-brava-1-6-sx-2000-model/17224159
2676,38499,ORDU,FATSA,17042329,26 Nisan 2021,Fiat,Palio,1.4 EL,1999,LPG & Benzin,Düz,1368,77,168500,Tamamı boyalı,Sahibinden,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,https://www.arabam.com/ilan/sahibinden-satilik-fiat-palio-1-4-el/sahibinden-fiat-palio-1-4-el-1999-model/17042329
2677,38250,ESKİŞEHİR,TEPEBAŞI,17496928,12 Mayıs 2021,Fiat,Tempra,1.6 SX,1993,LPG & Benzin,Düz,1581,86,148000,3 değişen,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Değişmiş,Değişmiş,Değişmiş,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-fiat-tempra-1-6-sx/2008-gumruk-cikisli-orijinal-italyan-gece-mavisi/17496928
2678,38200,İSTANBUL,KARTAL,17023357,23 Nisan 2021,Fiat,Brava,1.6 SX,2000,LPG & Benzin,Düz,1581,103,280000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-brava-1-6-sx/sahibinden-fiat-brava-1-6-sx-2000-model-istanbul/17023357
2679,38000,BURSA,GEMLİK,17618041,02 Haziran 2021,Fiat,Tipo,1.4 ie,1999,LPG & Benzin,Düz,1372,70,184600,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-tipo-1-4-ie/tek-parca-degisenli-fiat-tipo-1-4-ie-1999-model/17618041
2680,38000,NEVŞEHİR,MERKEZ,17605169,01 Haziran 2021,Fiat,Siena,1.2 S,2000,LPG & Benzin,Düz,1242,74,196000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-siena-1-2-s/sahibinden-fiat-siena-1-2-s-2000-model/17605169
2681,38000,ADANA,TUFANBEYLİ,17146769,29 Mayıs 2021,Fiat,Uno,1.4 ie SX,1998,LPG & Benzin,Düz,1372,71,105000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-uno-1-4-ie-sx/sahibinden-fiat-uno-1-4-ie-sx-1998-model-adana/17146769
2682,38000,İZMİR,KARABAĞLAR,17577133,28 Mayıs 2021,Fiat,Albea,1.6 Dynamic,2005,LPG & Benzin,Düz,1596,103,175400,Tamamı boyalı,Sahibinden,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,https://www.arabam.com/ilan/sahibinden-satilik-fiat-albea-1-6-dynamic/klimali-albea/17577133
2683,38000,VAN,İPEKYOLU,17576543,27 Mayıs 2021,Fiat,Tipo,1.4 SX ie,1998,LPG & Benzin,Düz,1372,70,188000,"1 değişen, 12 boyalı",Sahibinden,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Değişmiş,Boyanmış,Boyanmış,https://www.arabam.com/ilan/sahibinden-satilik-fiat-tipo-1-4-sx-ie/sahibinden-fiat-tipo-1-4-sx-ie-1998-model/17576543
2684,38000,MERSİN,AKDENİZ,17575064,27 Mayıs 2021,Fiat,Tipo,1.4 SX ie,1998,LPG & Benzin,Düz,1372,70,370000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-tipo-1-4-sx-ie/sahibinden-fiat-tipo-1-4-sx-ie-1998-model/17575064
2685,38000,ERZURUM,YAKUTİYE,17568441,26 Mayıs 2021,Fiat,Tempra,1.6 SX A,1995,LPG & Benzin,Düz,1581,90,116000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-tempra-1-6-sx-a/sahibinden-fiat-tempra-1-6-sx-a-1995-model/17568441
2686,38000,GAZİANTEP,ŞAHİNBEY,17541659,22 Mayıs 2021,Fiat,Albea,1.3 Multijet EL,2004,Dizel,Düz,1248,70,185000,Tamamı boyalı,Sahibinden,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,https://www.arabam.com/ilan/sahibinden-satilik-fiat-albea-1-3-multijet-el/sahibinden-fiat-albea-1-3-multijet-el-2004-model/17541659
2687,38000,KONYA,SELÇUKLU,17518367,18 Mayıs 2021,Fiat,Uno,1.4 ie SX,1998,LPG & Benzin,Düz,1372,71,196000,Tamamı boyalı,Sahibinden,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,https://www.arabam.com/ilan/sahibinden-satilik-fiat-uno-1-4-ie-sx/sahibinden-fiat-uno-1-4-ie-sx-1998-model/17518367
2688,38000,ADIYAMAN,BESNİ,17512689,17 Mayıs 2021,Fiat,Tempra,1.6 ie SLX,1996,LPG & Benzin,Düz,1581,90,83000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-fiat-tempra-1-6-ie-slx/sahibinden-fiat-tempra-1-6-ie-slx-1996-model/17512689
2689,38000,İSTANBUL,ATAŞEHİR,17466514,04 Mayıs 2021,Fiat,Brava,1.6 ELX,2001,LPG & Benzin,Düz,1581,103,330000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-brava-1-6-elx/sahibinden-fiat-brava-1-6-elx-2001-model/17466514
2690,38000,SAKARYA,ARİFİYE,17404684,21 Nisan 2021,Fiat,Tipo,1.4 S,1998,LPG & Benzin,Düz,1372,70,340000,1 değişen,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Değişmiş,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-fiat-tipo-1-4-s/sahibinden-fiat-tipo-1-4-s-1998-model/17404684
2691,38000,SİVAS,KANGAL,17399531,21 Nisan 2021,Fiat,Marea,1.6 ELX,1997,LPG & Benzin,Düz,1581,103,201000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-marea-1-6-elx/sahibinden-fiat-marea-1-6-elx-1997-model/17399531
2692,38000,ELAZIĞ,MERKEZ,17371004,16 Nisan 2021,Fiat,Tempra,1.6 SX A,1994,LPG & Benzin,Düz,1581,90,175000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-tempra-1-6-sx-a/sahibinden-fiat-tempra-1-6-sx-a-1994-model/17371004
2693,38000,ELAZIĞ,MERKEZ,17338138,10 Nisan 2021,Fiat,Palio,1.4 EL,1999,LPG & Benzin,Düz,1368,77,238000,"3 değişen, 8 boyalı",Sahibinden,Boyanmış,Orijinal,Boyanmış,Boyanmış,Boyanmış,Orijinal,Boyanmış,Boyanmış,Değişmiş,Değişmiş,Değişmiş,Boyanmış,Boyanmış,https://www.arabam.com/ilan/sahibinden-satilik-fiat-palio-1-4-el/sahibinden-fiat-palio-1-4-el-1999-model-elazig/17338138
2694,38000,ÇANAKKALE,ÇAN,17319294,07 Nisan 2021,Fiat,Palio,1.2 EL Weekend,2001,LPG & Benzin,Düz,1242,74,243000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-palio-1-2-el-weekend/sahibinden-fiat-palio-1-2-el-weekend-2001-model/17319294
2695,38000,SİVAS,MERKEZ,17304151,06 Nisan 2021,Fiat,Tempra,1.6 SX AK,1995,LPG & Benzin,Düz,1581,90,59000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-tempra-1-6-sx-ak/sahibinden-fiat-tempra-1-6-sx-ak-1995-model/17304151
2696,38000,İSTANBUL,BAHÇELİEVLER,17303163,05 Nisan 2021,Fiat,Albea,1.3 Multijet Active,2008,Dizel,Düz,1248,70,550000,Tamamı boyalı,Sahibinden,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,https://www.arabam.com/ilan/sahibinden-satilik-fiat-albea-1-3-multijet-active/sahibinden-fiat-albea-1-3-multijet-active-2008-model-acil/17303163
2697,38000,TEKİRDAĞ,ÇERKEZKÖY,17299323,04 Nisan 2021,Fiat,Palio,1.2 S,2001,LPG & Benzin,Düz,1242,74,304000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-palio-1-2-s/sahibinden-fiat-palio-1-2-s-2001-model/17299323
2698,38000,ELAZIĞ,MERKEZ,17275897,31 Mart 2021,Fiat,Tempra,1.6 SX,1993,LPG & Benzin,Düz,1581,75,160000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-tempra-1-6-sx/sahibinden-fiat-tempra-1-6-sx-1993-model/17275897
2699,38000,ANKARA,ETİMESGUT,16474004,25 Mart 2021,Fiat,Albea,1.2 SL,2004,LPG & Benzin,Düz,1242,80,600000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-albea-1-2-sl/2004-model-klimalidir-on-camlar-elektrikli-hidrolik-direksiyon-dur-bakimlari-tam/16474004
2700,38000,KONYA,KARATAY,17219694,23 Mart 2021,Fiat,Tipo,1.6 SX,1996,LPG & Benzin,Düz,1581,75,230000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-tipo-1-6-sx/sahibinden-fiat-tipo-1-6-sx-1996-model/17219694
2701,38000,ANKARA,ÇANKAYA,17197480,19 Mart 2021,Fiat,Brava,1.6 ELX,2000,LPG & Benzin,Düz,1581,103,316000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-brava-1-6-elx/sahibinden-fiat-brava-1-6-elx-2000-model/17197480
2702,38000,ŞANLIURFA,HALİLİYE,16433927,19 Mart 2021,Fiat,Albea,Sole 1.3 Multijet Active Plus,2012,Dizel,Düz,1248,70,266666,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-fiat-albea-sole-1-3-multijet-active-plus/sahibinden-fiat-albea-sole-1-3-multijet-active-plus-2012-model/16433927
