,Fiyat,İl,İlçe,İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Yakıt Tipi,Vites Tipi,Motor Hacmi,Motor Gücü,Kilometre,Boya-değişen,Kimden,Sağ Arka Çamurluk,Arka Kaput,Sol Arka Çamurluk,Sağ Arka Kapı,Sağ Ön Kapı,Tavan,Sol Arka Kapı,Sol Ön Kapı,Sağ Ön Çamurluk,Motor Kaputu,Sol Ön Çamurluk,Ön Tampon,Arka Tampon,URL
3416,199000,KIRIKKALE,MERKEZ,17337642,10 Nisan 2021,Hyundai,Elantra,1.6 D-CVVT Style,2018,LPG & Benzin,Otomatik,1591,128,29000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-d-cvvt-style/kazasiz-boyasiz-tramersiz-degisensiz-otomatik-lpg-li/17337642
3417,199000,ANKARA,KEÇİÖREN,17247952,27 Mart 2021,Hyundai,Elantra,1.6 CRDi Style Plus,2018,Dizel,Yarı Otomatik,1582,136,73000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-crdi-style-plus/sahibinden-hyundai-elantra-1-6-crdi-style-plus-2018-model/17247952
3418,199000,İZMİR,BAYRAKLI,17217022,23 Mart 2021,Hyundai,i20,1.4 MPI Elite Smart,2020,Benzin,Otomatik,1368,100,7500,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-mpi-elite-smart/sahibinden-hyundai-i20-1-4-mpi-elite-smart-2020-model/17217022
3419,198750,KAYSERİ,TALAS,17572022,27 Mayıs 2021,Hyundai,i20,1.4 MPI Elite Smart,2020,LPG & Benzin,Otomatik,1368,100,14000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-mpi-elite-smart/sahibinden-hyundai-i20-1-4-mpi-elite-smart-2020-model/17572022
3420,198750,ANKARA,MAMAK,15434164,25 Nisan 2021,Hyundai,Elantra,1.6 D-CVVT Style,2018,LPG & Benzin,Otomatik,1591,128,29000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-d-cvvt-style/2018-kasim-ayi-cikisli-temiz-bakimli-29-500de-elentra-muayene-17-04-2021-yeni-yapildi-arac-aktif-kul/15434164
3421,198000,ANKARA,ÇUBUK,17593500,30 Mayıs 2021,Hyundai,Elantra,1.6 MPI Style,2019,LPG & Benzin,Düz,1591,127,32000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-mpi-style/sahibinden-hyundai-elantra-1-6-mpi-style-2019-model/17593500
3422,198000,ANTALYA,MURATPAŞA,17471368,05 Mayıs 2021,Hyundai,i30,1.6 CRDi CW Elite,2015,Dizel,Yarı Otomatik,1582,136,59780,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i30-1-6-crdi-cw-elite/sahibinden-hyundai-i30-1-6-crdi-cw-elite-2015-model-adana/17471368
3423,198000,GAZİANTEP,ŞAHİNBEY,15344709,17 Nisan 2021,Hyundai,Elantra,1.6 MPI Style,2020,Benzin,Düz,1591,127,2300,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-mpi-style/2020-model-1-ay-gun-isigi-gordu-2300-km-ilk-sahibinden/15344709
3424,198000,BURSA,NİLÜFER,17265458,30 Mart 2021,Hyundai,Elantra,1.6 CRDi Elite Plus,2018,Dizel,Yarı Otomatik,1582,136,80000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-crdi-elite-plus/sahibinden-hyundai-elantra-1-6-crdi-elite-plus-2018-model/17265458
3425,198000,İZMİR,ÇİĞLİ,16470408,23 Mart 2021,Hyundai,i30,1.6 CRDi Elite,2014,Dizel,Otomatik,1582,128,44000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i30-1-6-crdi-elite/aracin-ilk-sahibiyim-en-dolu-paketidir-panoramik-cam-tavananahtarsiz-giris-calistirmaabs-ebd/16470408
3426,198000,ANTALYA,MURATPAŞA,16446938,22 Mart 2021,Hyundai,i20,1.0 T-GDI Style,2019,Benzin,Otomatik,998,120,14800,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-0-t-gdi-style/sahibinden-hyundai-i20-1-0-t-gdi-style-2019-model-antalya/16446938
3427,197800,BOLU,MERKEZ,17610989,01 Haziran 2021,Hyundai,i30,1.6 CRDi Style Design Pack,2015,Dizel,Yarı Otomatik,1582,136,70000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i30-1-6-crdi-style-design-pack/sahibinden-hyundai-i30-1-6-crdi-style-design-pack-2015-model/17610989
3428,197500,AMASYA,MERKEZ,17609460,01 Haziran 2021,Hyundai,i20,1.4 MPI Style,2020,Benzin,Otomatik,1368,100,5800,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-mpi-style/8500-tl-ekstrali-5800-km-de/17609460
3429,197500,İSTANBUL,MALTEPE,17402833,21 Nisan 2021,Hyundai,Elantra,1.6 MPI Style Plus,2020,Benzin,Otomatik,1591,127,16200,Belirtilmemiş,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Lokal Boyanmış,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-mpi-style-plus/sahibinden-hyundai-elantra-1-6-mpi-style-plus-2020-model/17402833
3430,197500,İSTANBUL,ARNAVUTKÖY,16463304,29 Mart 2021,Hyundai,i20,1.0 T-GDI Elite Smart,2019,Benzin,Otomatik,998,120,35500,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-0-t-gdi-elite-smart/sahibinden-hyundai-i20-1-0-t-gdi-elite-smart-2019-model/16463304
3431,197000,İSTANBUL,ESENYURT,17034755,01 Mayıs 2021,Hyundai,Elantra,1.6 CRDi Elite,2016,Dizel,Yarı Otomatik,1582,136,61000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-crdi-elite/sahibinden-hyundai-elantra-1-6-crdi-elite-2016-model-istanbul/17034755
3432,196500,İSTANBUL,ATAŞEHİR,17541568,22 Mayıs 2021,Hyundai,Elantra,1.6 CRDi Elite,2016,Dizel,Yarı Otomatik,1582,136,69250,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-crdi-elite/sahibinden-satilik-otomatik-temiz-hyundai-elantra-1-6-crdi/17541568
3433,196500,KOCAELİ,GEBZE,16151910,09 Nisan 2021,Hyundai,Elantra,1.6 D-CVVT Style,2017,Benzin,Otomatik,1591,128,45000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-d-cvvt-style/sahibinden-hyundai-elantra-1-6-d-cvvt-style-2017-model-otomatik/16151910
3434,196000,ANKARA,PURSAKLAR,16148833,12 Nisan 2021,Hyundai,Elantra,1.6 D-CVVT Style,2018,LPG & Benzin,Otomatik,1591,128,38500,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-d-cvvt-style/orjinal-hatasiz-sahibinden-hyundai-elantra-otomatik-vites-1-6-d-cvvt-style-2018-model-38500-km/16148833
3435,195750,RİZE,MERKEZ,17309565,06 Nisan 2021,Hyundai,i30,1.6 CRDi Elite,2013,Dizel,Otomatik,1582,128,86000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i30-1-6-crdi-elite/sahibinden-hyundai-i30-1-6-crdi-elite-2013-model/17309565
3436,195000,ANKARA,GÖLBAŞI,17146374,28 Mayıs 2021,Hyundai,Elantra,1.6 CRDi Elite,2016,Dizel,Yarı Otomatik,1582,136,61000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-crdi-elite/sahibinden-hyundai-elantra-1-6-crdi-elite-2016-model/17146374
3437,195000,ANKARA,ETİMESGUT,17565547,26 Mayıs 2021,Hyundai,i20,1.4 MPI Style Plus,2020,Benzin,Otomatik,1368,100,800,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-mpi-style-plus/sahibinden-hyundai-i20-1-4-mpi-style-plus-2020-model/17565547
3438,195000,ÇORUM,MERKEZ,17517341,18 Mayıs 2021,Hyundai,i30,1.6 GDi Elite,2014,LPG & Benzin,Otomatik,1591,135,61000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i30-1-6-gdi-elite/otomatik-hyundai-i30-1-6-gdi-elite-c-jant-2014-lpg/17517341
3439,195000,KOCAELİ,İZMİT,17487568,10 Mayıs 2021,Hyundai,Elantra,1.6 CRDi Elite,2016,Dizel,Yarı Otomatik,1582,136,67793,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-crdi-elite/acill-ilk-elden-hyundai-elantra-1-6-crdi-elite-2016-otomatik-67793km/17487568
3440,195000,ERZURUM,PALANDÖKEN,16183881,21 Nisan 2021,Hyundai,Elantra,1.6 CRDi Style Plus,2017,Dizel,Yarı Otomatik,1582,136,54000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-crdi-style-plus/sahibinden-hyundai-elantra-1-6-crdi-style-plus-2017-model/16183881
3441,195000,İSTANBUL,FATİH,15732857,08 Nisan 2021,Hyundai,Elantra,1.6 CRDi Elite,2016,Dizel,Yarı Otomatik,1582,136,78000,"1 değişen, 3 boyalı",Sahibinden,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Değişmiş,Boyanmış,Orijinal,Orijinal,Lokal Boyanmış,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-crdi-elite/doktordan-temiz/15732857
3442,195000,İSTANBUL,FATİH,17318884,07 Nisan 2021,Hyundai,Elantra,1.6 CRDi Elite,2016,Dizel,Otomatik,1582,136,40000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-crdi-elite/sahibinden-hyundai-elantra-1-6-crdi-elite-2016-model/17318884
3443,195000,ANTALYA,MANAVGAT,16159978,26 Mart 2021,Hyundai,i20 Active,1.4 MPi Elite Smart,2018,Benzin,Otomatik,1368,100,27000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-active-1-4-mpi-elite-smart/sifir-hundai-i20-activ/16159978
3444,195000,ANKARA,YENİMAHALLE,17192050,19 Mart 2021,Hyundai,i30,1.6 CRDi Elite,2014,Dizel,Otomatik,1582,128,111000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i30-1-6-crdi-elite/tertemiz-hatasiz-2014-full-paket-elite-i30/17192050
3445,193000,İSTANBUL,KARTAL,15268809,05 Nisan 2021,Hyundai,i30,1.6 CRDi Style Design Pack,2015,Dizel,Yarı Otomatik,1582,136,55000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i30-1-6-crdi-style-design-pack/sahibinden-hyundai-i30-1-6-crdi-style-design-pack-55-000km-2015-model/15268809
3446,192500,ZONGULDAK,ÇAYCUMA,17529115,20 Mayıs 2021,Hyundai,Elantra,1.6 D-CVVT Style,2017,LPG & Benzin,Düz,1591,127,53000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-d-cvvt-style/dikkaattt-gemi-karada/17529115
3447,192000,ANKARA,ÇANKAYA,17599179,31 Mayıs 2021,Hyundai,Elantra,1.6 MPI Style,2019,Benzin,Düz,1591,127,11000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-mpi-style/ilk-sahibinden-hyundai-elantra-1-6-mpi-style-2019-model-ankara/17599179
3448,192000,KAYSERİ,MELİKGAZİ,17299087,04 Nisan 2021,Hyundai,Elantra,1.6 D-CVVT Style,2017,LPG & Benzin,Düz,1591,127,33530,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-d-cvvt-style/candan-muhendislikten-lpg-li-aradigim-araci-buldum-son-fiyattir/17299087
3449,191500,DÜZCE,MERKEZ,17554369,24 Mayıs 2021,Hyundai,i30,1.6 CRDi Elite,2015,Dizel,Yarı Otomatik,1582,136,93000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i30-1-6-crdi-elite/hatasiz-boyasiz-led-stoplu/17554369
3450,190500,BURSA,YILDIRIM,17214374,22 Mart 2021,Hyundai,i20,1.4 MPI Style Design,2020,Benzin,Otomatik,1368,100,400,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-mpi-style-design/sahibinden-hyundai-i20-2020-cift-renk-tam-otomatik/17214374
3451,190000,KARABÜK,SAFRANBOLU,17599438,31 Mayıs 2021,Hyundai,i30,1.6 GDi Style Design Pack,2015,LPG & Benzin,Yarı Otomatik,1591,135,61000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i30-1-6-gdi-style-design-pack/sahibinden-hyundai-i30-1-6-gdi-style-design-pack-2015-model/17599438
3452,190000,ADIYAMAN,KAHTA,17569815,26 Mayıs 2021,Hyundai,i30,1.6 CRDi Elite,2014,Dizel,Otomatik,1582,128,113000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i30-1-6-crdi-elite/hatasiz-hyundai-i30-1-6-crdi-elite-2014-model/17569815
3453,190000,ANKARA,ALTINDAĞ,17430578,26 Nisan 2021,Hyundai,Elantra,1.6 CRDi Elite,2014,Dizel,Otomatik,1582,136,119800,2 boyalı,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Boyanmış,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-crdi-elite/sahibinden-hyundai-elantra-1-6-crdi-elite-2014-model-ankara/17430578
3454,190000,İSTANBUL,SULTANGAZİ,17421005,24 Nisan 2021,Hyundai,i30,1.6 CRDi Elite,2014,Dizel,Otomatik,1582,128,70000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i30-1-6-crdi-elite/sahibinden-hyundai-i30-1-6-crdi-elite-2014-model/17421005
3455,190000,SAMSUN,CANİK,17418784,23 Nisan 2021,Hyundai,i20,1.4 MPI Style,2020,Benzin,Otomatik,1368,100,18000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-mpi-style/sahibinden-hyundai-i20-1-4-mpi-style-2020-model/17418784
3456,190000,ANKARA,ÇANKAYA,17272044,31 Mart 2021,Hyundai,i20,1.4 MPI Style,2020,Benzin,Otomatik,1368,100,2250,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-mpi-style/sahibinden-hyundai-i20-1-4-mpi-style-2020-model/17272044
3457,190000,YALOVA,ÇİFTLİKKÖY,17247540,27 Mart 2021,Hyundai,i20,1.4 MPI Style,2018,Benzin,Otomatik,1368,100,20000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-mpi-style/sahibinden-hyundai-i20-1-4-mpi-style-2018-model/17247540
3458,190000,İSTANBUL,ARNAVUTKÖY,17218813,23 Mart 2021,Hyundai,i30,1.6 T-GDI Sport,2015,Benzin,Düz,1591,186,94000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i30-1-6-t-gdi-sport/sahibinden-hyundai-i30-1-6-t-gdi-sport-2015-model/17218813
3459,190000,İSTANBUL,ZEYTİNBURNU,17215308,22 Mart 2021,Hyundai,i20,1.4 MPI Elite Smart,2018,Benzin,Otomatik,1368,100,52000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-mpi-elite-smart/sahibinden-hyundai-i20-1-4-mpi-elite-smart-2018-model/17215308
3460,190000,İSTANBUL,KÜÇÜKÇEKMECE,17208469,21 Mart 2021,Hyundai,i20,1.4 CRDi Style,2017,Dizel,Düz,1396,90,84000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-crdi-style/sahibinden-hyundai-i20-1-4-crdi-style-2017-model/17208469
3461,190000,ŞANLIURFA,KARAKÖPRÜ,17197532,19 Mart 2021,Hyundai,i20,1.4 MPI Elite Smart,2018,LPG & Benzin,Otomatik,1368,100,16000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-mpi-elite-smart/sahibinden-hyundai-i20-1-4-mpi-elite-smart-2018-model/17197532
3462,189500,ÇANAKKALE,MERKEZ,17268777,30 Mart 2021,Hyundai,i20 Active,1.4 MPi Elite Smart,2020,Benzin,Otomatik,1368,100,11500,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-active-1-4-mpi-elite-smart/sahibinden-hyundai-i20-active-1-4-mpi-elite-smart-2020-model/17268777
3463,189500,ANKARA,SİNCAN,17237030,25 Mart 2021,Hyundai,Elantra,1.6 CRDi Elite,2015,Dizel,Otomatik,1582,136,61000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-crdi-elite/sahibinden-hyundai-elantra-1-6-crdi-elite-2015-model/17237030
3464,189500,KIRIKKALE,MERKEZ,16453475,23 Mart 2021,Hyundai,i20,1.4 MPI Style,2020,Benzin,Otomatik,1368,100,4750,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-mpi-style/sahibinden-hyundai-i20-1-4-mpi-style-2020-model/16453475
3465,189000,İSTANBUL,BAYRAMPAŞA,17568103,26 Mayıs 2021,Hyundai,i20,1.4 MPI Elite Smart,2018,Benzin,Otomatik,1368,100,52000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-mpi-elite-smart/sahibinden-hyundai-i20-1-4-mpi-elite-smart-2018-model/17568103
3466,189000,ANTALYA,KONYAALTI,17097182,21 Mayıs 2021,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2018,Dizel,Düz,1582,136,17000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-mode-plus/sahibinden-hyundai-accent-blue-1-6-crdi-mode-plus-2018model-otomatik-vitesl/17097182
3467,189000,DİYARBAKIR,KAYAPINAR,17425825,25 Nisan 2021,Hyundai,Elantra,1.6 CRDi Elite,2016,Dizel,Yarı Otomatik,1582,136,76000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-crdi-elite/ilk-sahibinden-temiz-hyundai-elantra-elite-dct/17425825
3468,189000,ANKARA,ETİMESGUT,16958339,14 Nisan 2021,Hyundai,i30,1.6 CRDi CW Elite,2013,Dizel,Otomatik,1582,136,78900,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i30-1-6-crdi-cw-elite/sahibinden-hatasiz-78900-km-de-hyundai-i30-1-6-crdi-cw-elite/16958339
3469,188500,İSTANBUL,EYÜPSULTAN,17612594,02 Haziran 2021,Hyundai,i30,1.6 CRDi Elite,2014,Dizel,Otomatik,1582,128,99500,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i30-1-6-crdi-elite/sahibinden-hyundai-i30-1-6-crdi-elite-2014-model/17612594
3470,188000,KOCAELİ,GEBZE,17149521,29 Mayıs 2021,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2018,Dizel,Yarı Otomatik,1582,136,48000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-mode-plus/sahibinden-hyundai-accent-blue-1-6-crdi-mode-plus-2018-model/17149521
